开始日期,结束日期,广告组合名称,货币,广告活动名称,广告组名称,零售商,投放,匹配类型,客户搜索词,展示量,点击量,点击率,每次点击成本,花费,七天总销售额,广告投入产出比总计,总广告投资回报率,七天总订单数,七天总销售量,七天的转化率,七天内单个商品广告销售量,七天内其他单个商品销售量,七天内广告单个产品销售额,七天内其他单个产品销售额
2025-05-10,2025/5/10,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,fireman hose nozzle,4,1,0.25,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-29,2025/5/29,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,fireman style red hose nozzle sprayer,3,1,0.333333333,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,garden hose nozzle fireman style,5,1,0.2,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,gilmour brass hose nozzle,3,1,0.333333333,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/26,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,high flow hose nozzle,4,2,0.5,0.215,0.43,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,high pressure water hose nozzle,2,1,0.5,0.18,0.18,0,,0,0,0,0,0,0,0,0
2025-05-29,2025/5/29,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,hose nozzle 1 1/2,4,1,0.25,0.3,0.3,29.78,1.01%,99.27,1,2,1,2,0,29.78,0
2025-05-06,2025/5/6,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,hose nozzle for home garden,5,1,0.2,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,lichamp hose nozzle heavy duty,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,water hose nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,water hose nozzle 1575,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/5,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,hose nozzle,PHRASE,water hose nozzle fireman style,9,2,0.222222222,0.2,0.4,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,1 inch npt nozzle,1,1,1,0.12,0.12,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,"1"" npsh/npt nozzle",1,1,1,0.18,0.18,12.34,1.46%,68.56,1,1,1,0,1,0,12.34
2025-05-27,2025/5/27,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,1.5 fireman s nozzle with lever control,2,1,0.5,0.18,0.18,15.99,1.13%,88.83,1,1,1,1,0,15.99,0
2025-05-18,2025/5/18,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,12-25 gpm nozzle,3,1,0.333333333,0.18,0.18,12.34,1.46%,68.56,1,1,1,0,1,0,12.34
2025-05-24,2025/5/24,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,2 inch plastic nozzle,1,1,1,0.18,0.18,15.95,1.13%,88.61,1,1,1,1,0,15.95,0
2025-05-26,2025/5/26,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,2”-4” sewage flush nozzle,1,1,1,0.18,0.18,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,gilmore water nozzle,1,1,1,0.12,0.12,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,nozzle fog 3 position alumni,1,1,1,0.18,0.18,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,opw diesel fuel nozzle 1 inch,2,1,0.5,0.12,0.12,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,venturi tee nozzle 1/4 inch orifice,1,1,1,0.12,0.12,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,water breaker nozzle,1,1,1,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,firehose nozzle,PHRASE,firehose nozzle 1 1/2 nst,2,1,0.5,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,firehose nozzle,PHRASE,"firehose nozzle 1.5"" nh/nst",1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,fireman hose nozzle,PHRASE,heavy duty fireman hose nozzle,2,1,0.5,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,fireman nozzle,PHRASE,bonaire fireman nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,fireman nozzle,PHRASE,fireman nozzle high pressure,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/3,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,fireman nozzle,PHRASE,hose fireman nozzle,5,1,0.2,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Nozzle,USD,Nozzle Brass Manual Phrase,Brass,Amazon,brass nozzle,PHRASE,1 inch brass nozzle npsh,1,1,1,0.4,0.4,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Nozzle,USD,Nozzle Brass Manual Phrase,Nozzle,Amazon,fire hoses and nozzles,PHRASE,"1 1/2"" nh fire hose nozzle",1,1,1,0.3,0.3,82.42,0.36%,274.73,2,2,2,1,1,29.43,52.99
2025-05-01,2025/5/1,Nozzle,USD,Nozzle Brass Manual Phrase,Nozzle,Amazon,fire hoses and nozzles,PHRASE,1 inch camlock fire hose nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Nozzle,USD,Nozzle Brass Manual Phrase,Nozzle,Amazon,garden nozzle,PHRASE,garden nozzle sprayer,2,1,0.5,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Nozzle,USD,Nozzle Brass Manual Phrase,Nozzle,Amazon,hose nozzle heavy duty,PHRASE,fireman hose nozzle heavy duty,4,1,0.25,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,"Size 2""",Amazon,2 inch fire hose,PHRASE,2 1/2 inch fire hose nozzles,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,"Size 2""",Amazon,2 inch fire hose,PHRASE,2 inch fire hose adaptor,1,1,1,0.3,0.3,24.69,1.22%,82.3,1,1,1,1,0,24.69,0
2025-05-25,2025/5/25,Nozzle,USD,Nozzle Brass FHSN05B Manual Phrase,Nozzle,Amazon,fire hoses and nozzles,PHRASE,"1 1/2"" nh fire hose nozzle",1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/3,Nozzle,USD,Nozzle Brass FHSN05B Manual Phrase,Nozzle,Amazon,fire hoses and nozzles,PHRASE,fire hose nozzle high pressure,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Nozzle,USD,Nozzle Plastic Manual Exact,大词,Amazon,spray nozzle,EXACT,spray nozzle,5,1,0.2,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,宽泛词,Amazon,fire hose,PHRASE,1” fire hose nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,宽泛词,Amazon,fire hose,PHRASE,2 inch e-fitting fire hose nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,宽泛词,Amazon,firehose,PHRASE,firehose nozzle 2”,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,1.75 nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,宽泛词,Amazon,nozzle,PHRASE,cam lock spray nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,大词,Amazon,fire hose nozzles,PHRASE,"fire hose nozzle 1""",1,1,1,0.3,0.3,12.99,2.31%,43.3,1,1,1,0,1,0,12.99
2025-05-17,2025/5/17,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,大词,Amazon,fire hoses and nozzles,PHRASE,1 fire hose nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,大词,Amazon,fire hose and nozzle,PHRASE,1-1/2 npsh fire hose nozzles,1,1,1,0.3,0.3,31.9,0.94%,106.33,1,2,1,0,2,0,31.9
2025-05-21,2025/5/21,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,大词,Amazon,fire hose and nozzle,PHRASE,2.5 inch fire hose nozzle,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Nozzle,USD,Nozzle Plastic N20C1A Manual Phrase,大词,Amazon,fire nozzle,PHRASE,fire nozzle 1 1/2,5,1,0.2,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,spray nozzle,PHRASE,1 1/2 inch spray nozzle,2,1,0.5,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,spray nozzle,PHRASE,1.5 inch high volume spray nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/24,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,spray nozzle,PHRASE,fan spray nozzle,4,3,0.75,0.183333333,0.55,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,spray nozzle,PHRASE,fire hose spray nozzle,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,spray nozzle,PHRASE,hi velocity spray nozzle,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,spray nozzle,PHRASE,portable spray nozzle 1575,2,1,0.5,0.3,0.3,15.19,1.98%,50.63,1,1,1,1,0,15.19,0
2025-04-30,2025/4/30,Nozzle,USD,Nozzle Plastic Manual Phrase,宽泛词,Amazon,spray nozzle,PHRASE,spray nozzle less water pressure,3,1,0.333333333,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/21,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0BS969D87""",-,b0bs969d87,117,6,0.051282051,0.57,3.42,13.02,26.27%,3.81,1,1,0.166666667,1,0,13.02,0
2025-05-05,2025/5/5,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0CQPBJGVB""",-,b0cqpbjgvb,4,1,0.25,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/23,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0BS97JNLX""",-,b0bs97jnlx,234,6,0.025641026,0.57,3.42,16.14,21.19%,4.72,1,1,0.166666667,0,1,0,16.14
2025-05-02,2025/5/2,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0BS98W9GS""",-,b0bs98w9gs,23,1,0.043478261,0.57,0.57,86.64,0.66%,152,1,6,1,6,0,86.64,0
2025-05-02,2025/5/8,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0BSC3P27T""",-,b0bsc3p27t,35,4,0.114285714,0.57,2.28,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/18,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0CHYS1S95""",-,b0chys1s95,5,2,0.4,0.425,0.85,15.19,5.60%,17.87,1,1,0.5,1,0,15.19,0
2025-05-17,2025/5/17,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Dixon,Amazon,"asin=""B00AJT6XDA""",-,b00ajt6xda,2,1,0.5,0.47,0.47,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Dixon,Amazon,"asin=""B005YSQPS4""",-,b005ysqps4,2,1,0.5,0.47,0.47,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0DDTD1SZX""",-,b0ddtd1szx,24,1,0.041666667,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0DFLY9LB3""",-,b0dfly9lb3,5,1,0.2,0.43,0.43,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0D541FCXK""",-,b0d541fcxk,13,1,0.076923077,0.46,0.46,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/9,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0DB5ZJJDN""",-,b0db5zjjdn,35,4,0.114285714,0.57,2.28,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0C5LXKXYL""",-,b0c5lxkxyl,2,1,0.5,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/19,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,HT SS RO,Amazon,"asin=""B071JP8CWX""",-,b071jp8cwx,5,2,0.4,0.3,0.6,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/29,Nozzle,USD,Nozzle Plastic Adapter FDC Cap 定位 2,Adapter Novino Qwork  Boltigen FANOVO GOODSKYO  WanTing Hello to Winning  Direct Shop MaxParts Melgweldr,Amazon,"asin=""B0CZ6SC16L""",-,b0cz6sc16l,3,2,0.666666667,0.36,0.72,14.89,4.84%,20.68,1,1,0.5,1,0,14.89,0
2025-05-04,2025/5/4,Nozzle,USD,Nozzle Plastic Adapter FDC Cap 定位 2,Adapter Novino Qwork  Boltigen FANOVO GOODSKYO  WanTing Hello to Winning  Direct Shop MaxParts Melgweldr,Amazon,"asin=""B0CZBGZ21T""",-,b0czbgz21t,1,1,1,0.36,0.36,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Nozzle,USD,Nozzle Plastic Adapter FDC Cap 定位 2,Adapter Novino Qwork  Boltigen FANOVO GOODSKYO  WanTing Hello to Winning  Direct Shop MaxParts Melgweldr,Amazon,"asin=""B0BXXFNL3N""",-,b0bxxfnl3n,5,1,0.2,0.36,0.36,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Nozzle,USD,Nozzle Plastic Adapter FDC Cap 定位 2,Adapter Novino Qwork  Boltigen FANOVO GOODSKYO  WanTing Hello to Winning  Direct Shop MaxParts Melgweldr,Amazon,"asin=""B0BXXJ9LFF""",-,b0bxxj9lff,9,1,0.111111111,0.36,0.36,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Nozzle,USD,Nozzle Plastic Adapter FDC Cap 定位 2,系统推荐,Amazon,"category=""Industrial Fire Hose Nozzles""",-,b08t9hkvm3,1,1,1,0.18,0.18,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/5,Nozzle,USD,Nozzle Plastic Hose 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B0DD3CMXGC""",-,b0dd3cmxgc,9,2,0.222222222,0.42,0.84,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Nozzle,USD,Nozzle Plastic Hose 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B0DKS5W36J""",-,b0dks5w36j,17,1,0.058823529,0.42,0.42,14.89,2.82%,35.45,1,1,1,1,0,14.89,0
2025-05-05,2025/5/24,Nozzle,USD,Nozzle Plastic Hose 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B0DKSWW16L""",-,b0dksww16l,18,3,0.166666667,0.386666667,1.16,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Nozzle,USD,Nozzle Plastic Hose 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B0DKSN6DC7""",-,b0dksn6dc7,31,1,0.032258065,0.42,0.42,15.19,2.77%,36.17,1,1,1,1,0,15.19,0
2025-05-05,2025/5/5,Nozzle,USD,Nozzle Plastic Hose 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B09Y4TNT1B""",-,b09y4tnt1b,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Nozzle,USD,Nozzle Plastic Hose 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B09Y4TDB9Y""",-,b09y4tdb9y,1,1,1,0.42,0.42,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/22,Nozzle,USD,Nozzle Plastic Hose 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B07VBY7ZDW""",-,b07vby7zdw,19,2,0.105263158,0.2,0.4,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Nozzle,USD,Nozzle Plastic Hose 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B0D5QKR1QY""",-,b0d5qkr1qy,4,1,0.25,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Nozzle,USD,Nozzle Plastic Hose 定位 3,Fire Hose fire hose direct,Amazon,"asin=""B018H3TJQM""",-,b018h3tjqm,5,1,0.2,0.34,0.34,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Nozzle,USD,Nozzle brass Hose Alu adapter Camlock 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B0CP8Y6W2P""",-,b0cp8y6w2p,7,1,0.142857143,0.47,0.47,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/15,Nozzle,USD,Nozzle brass Hose Alu adapter Camlock 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B0D5QKR1QY""",-,b0d5qkr1qy,33,3,0.090909091,0.34,1.02,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Nozzle,USD,Nozzle N20C1A Adapter FDC Cap 定位 2,Adapter Blastline USA Inc.Dixon,Amazon,"asin=""B007IV6HO2""",-,b007iv6ho2,1,1,1,0.36,0.36,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B00BUV7HRM""",-,b00buv7hrm,5,1,0.2,0.57,0.57,16.14,3.53%,28.32,1,1,1,1,0,16.14,0
2025-05-19,2025/5/19,Nozzle,USD,Nozzle N20C1A Nozzle  定位 1,Safeby Novino QWORK,Amazon,"asin=""B0BS97JNLX""",-,b0bs97jnlx,2,1,0.5,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Nozzle,USD,Nozzle N20C1A Nozzle  定位 1,Safeby Novino QWORK,Amazon,"asin=""B0CP8Y6W2P""",-,b0cp8y6w2p,1,1,1,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Nozzle,USD,Nozzle Brass Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0BS97JNLX""",-,b0bs97jnlx,2,1,0.5,0.46,0.46,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Nozzle,USD,Nozzle Brass Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0D541FCXK""",-,b0d541fcxk,6,1,0.166666667,0.46,0.46,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/25,Nozzle,USD,Nozzle Brass Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0DB5ZJJDN""",-,b0db5zjjdn,15,3,0.2,0.38,1.14,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Nozzle,USD,Nozzle N20C1A Nozzle  定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B00AJT6FV0""",-,b00ajt6fv0,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B00AJT7J92""",-,b00ajt7j92,3,1,0.333333333,0.54,0.54,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/26,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B0DK19XY83""",-,b0dk19xy83,10,3,0.3,0.526666667,1.58,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/25,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B0D46FCJKM""",-,b0d46fcjkm,18,2,0.111111111,0.435,0.87,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B099PBKM21""",-,b099pbkm21,13,1,0.076923077,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/24,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B01MU7OMWO""",-,b01mu7omwo,23,2,0.086956522,0.57,1.14,15.19,7.50%,13.32,1,1,0.5,1,0,15.19,0
2025-05-22,2025/5/22,Nozzle,USD,Nozzle Brass Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B01MU7OMWO""",-,b01mu7omwo,8,1,0.125,0.46,0.46,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Nozzle,USD,Nozzle Brass Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B00AJT6FV0""",-,b00ajt6fv0,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Nozzle,USD,Nozzle FHSN05B Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B0D46FCJKM""",-,b0d46fcjkm,2,1,0.5,0.5,0.5,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Nozzle,USD,Nozzle FHSN05B Nozzle 定位 1,Dixon,Amazon,"asin=""B00AJT6STO""",-,b00ajt6sto,1,1,1,0.6,0.6,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Nozzle,USD,Nozzle Plastic Nozzle 定位 1,FireHoseDirect and Other USA Brand,Amazon,"asin=""B0089ZZQ8Y""",-,b0089zzq8y,2,1,0.5,0.52,0.52,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Nozzle,USD,Nozzle FHSN05B Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B085XJ21LQ""",-,b085xj21lq,1,1,1,0.6,0.6,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Nozzle,USD,Nozzle FHSN05B Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B083JVQQ28""",-,b083jvqq28,1,1,1,0.6,0.6,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Nozzle,USD,Nozzle FHSN05B Nozzle 定位 1,Safeby Novino QWORK,Amazon,"asin=""B0BSC3P27T""",-,b0bsc3p27t,11,1,0.090909091,0.6,0.6,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Nozzle,USD,Nozzle FHSN05B Nozzle 定位 1,HT SS RO,Amazon,"asin=""B07LG3XVC4""",-,b07lg3xvc4,5,1,0.2,0.6,0.6,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Nozzle,USD,Nozzle FHSN05B Nozzle 定位 1,HT SS RO,Amazon,"asin=""B07YRZM1HZ""",-,b07yrzm1hz,3,1,0.333333333,0.6,0.6,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,Dixon Adapter Blastline USA Inc.,Amazon,"asin=""B007IV6HO2""",-,b007iv6ho2,2,1,0.5,0.8,0.8,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,Dixon Adapter Blastline USA Inc.,Amazon,"asin=""B007IV6QWK""",-,b007iv6qwk,7,1,0.142857143,0.9,0.9,0,,0,0,0,0,0,0,0,0
